factor_id,version,market,layer,status,family,indicator,mechanism,horizon,horizon_bucket,complexity,exactness,formula_canonical,explanation,fields,operators,warning,formula_original,formula_latest,migration_changes,formula_changed,operators_latest,fields_latest,uses_extended_operators,uses_research_operators,unknown_operators,wrong_market_fields,latest_readiness,latest_tier,duplicate_of,pandas_smoke_status,pandas_48bar_notna,pandas_48bar_all_nan,pandas_820bar_recheck,validation_note,availability_tier,source_library,v8_audit_status,v8_runtime_status,v8_tail_finite_ratio,v8_tail_unique,direction_hint,removal_reasons,exhaustive_runtime_audit
pv_v7_native_us_04208,V7_NATIVE,US,extended,research_ready,rolling_regression,return_range_tstat_rank,Rolling return versus range regression tstat over 60 sessions.,60,medium,composite,exact_composite,"rank(ts_regression_tstat(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), safe_div_null(subtract(high, low), pre_close), 60, 30, True))",Rolling return versus range regression tstat over 60 sessions.,"close,high,low,pre_close,ret","coalesce,rank,safe_div_null,subtract,ts_regression_tstat",,"rank(ts_regression_tstat(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), safe_div_null(subtract(high, low), pre_close), 60, 30, True))","rank(ts_regression_tstat(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), safe_div_null(subtract(high, low), pre_close), 60, 30, True))",,False,"coalesce,rank,safe_div_null,subtract,ts_regression_tstat","close,high,low,pre_close,ret",ts_regression_tstat,,,,research_candidate,factorengine_native_generator,,not_run,,,,latest DSL parse passed,core,factorengine_native_generator,,,,,unknown,not_production_ready:research_candidate,
pv_v7_native_us_04209,V7_NATIVE,US,extended,research_ready,rolling_regression,return_range_tstat_zscore,Rolling return versus range regression tstat over 60 sessions.,60,medium,composite,exact_composite,"zscore(ts_regression_tstat(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), safe_div_null(subtract(high, low), pre_close), 60, 30, True))",Rolling return versus range regression tstat over 60 sessions.,"close,high,low,pre_close,ret","coalesce,safe_div_null,subtract,ts_regression_tstat,zscore",,"zscore(ts_regression_tstat(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), safe_div_null(subtract(high, low), pre_close), 60, 30, True))","zscore(ts_regression_tstat(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), safe_div_null(subtract(high, low), pre_close), 60, 30, True))",,False,"coalesce,safe_div_null,subtract,ts_regression_tstat,zscore","close,high,low,pre_close,ret",ts_regression_tstat,,,,research_candidate,factorengine_native_generator,,not_run,,,,latest DSL parse passed,core,factorengine_native_generator,,,,,unknown,not_production_ready:research_candidate,
pv_v7_native_us_04210,V7_NATIVE,US,extended,research_ready,rolling_regression,return_range_residual_raw,Rolling return versus range regression residual over 60 sessions.,60,medium,moderate,exact_composite,"ts_regression_resid(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), safe_div_null(subtract(high, low), pre_close), 60, 30, True)",Rolling return versus range regression residual over 60 sessions.,"close,high,low,pre_close,ret","coalesce,safe_div_null,subtract,ts_regression_resid",,"ts_regression_resid(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), safe_div_null(subtract(high, low), pre_close), 60, 30, True)","ts_regression_resid(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), safe_div_null(subtract(high, low), pre_close), 60, 30, True)",,False,"coalesce,safe_div_null,subtract,ts_regression_resid","close,high,low,pre_close,ret",ts_regression_resid,,,,research_candidate,factorengine_native_generator,,not_run,,,,latest DSL parse passed,core,factorengine_native_generator,,,,,unknown,not_production_ready:research_candidate,
pv_v7_native_us_04211,V7_NATIVE,US,extended,research_ready,rolling_regression,return_range_residual_rank,Rolling return versus range regression residual over 60 sessions.,60,medium,composite,exact_composite,"rank(ts_regression_resid(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), safe_div_null(subtract(high, low), pre_close), 60, 30, True))",Rolling return versus range regression residual over 60 sessions.,"close,high,low,pre_close,ret","coalesce,rank,safe_div_null,subtract,ts_regression_resid",,"rank(ts_regression_resid(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), safe_div_null(subtract(high, low), pre_close), 60, 30, True))","rank(ts_regression_resid(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), safe_div_null(subtract(high, low), pre_close), 60, 30, True))",,False,"coalesce,rank,safe_div_null,subtract,ts_regression_resid","close,high,low,pre_close,ret",ts_regression_resid,,,,research_candidate,factorengine_native_generator,,not_run,,,,latest DSL parse passed,core,factorengine_native_generator,,,,,unknown,not_production_ready:research_candidate,
pv_v7_native_us_04212,V7_NATIVE,US,extended,research_ready,rolling_regression,return_range_residual_zscore,Rolling return versus range regression residual over 60 sessions.,60,medium,composite,exact_composite,"zscore(ts_regression_resid(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), safe_div_null(subtract(high, low), pre_close), 60, 30, True))",Rolling return versus range regression residual over 60 sessions.,"close,high,low,pre_close,ret","coalesce,safe_div_null,subtract,ts_regression_resid,zscore",,"zscore(ts_regression_resid(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), safe_div_null(subtract(high, low), pre_close), 60, 30, True))","zscore(ts_regression_resid(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), safe_div_null(subtract(high, low), pre_close), 60, 30, True))",,False,"coalesce,safe_div_null,subtract,ts_regression_resid,zscore","close,high,low,pre_close,ret",ts_regression_resid,,,,research_candidate,factorengine_native_generator,,not_run,,,,latest DSL parse passed,core,factorengine_native_generator,,,,,unknown,not_production_ready:research_candidate,
pv_v7_native_us_04213,V7_NATIVE,US,extended,research_ready,rolling_regression,return_range_intercept_raw,Rolling return versus range regression intercept over 60 sessions.,60,medium,moderate,exact_composite,"ts_regression_intercept(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), safe_div_null(subtract(high, low), pre_close), 60, 30, True)",Rolling return versus range regression intercept over 60 sessions.,"close,high,low,pre_close,ret","coalesce,safe_div_null,subtract,ts_regression_intercept",,"ts_regression_intercept(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), safe_div_null(subtract(high, low), pre_close), 60, 30, True)","ts_regression_intercept(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), safe_div_null(subtract(high, low), pre_close), 60, 30, True)",,False,"coalesce,safe_div_null,subtract,ts_regression_intercept","close,high,low,pre_close,ret",ts_regression_intercept,,,,research_candidate,factorengine_native_generator,,not_run,,,,latest DSL parse passed,core,factorengine_native_generator,,,,,unknown,not_production_ready:research_candidate,
pv_v7_native_us_04214,V7_NATIVE,US,extended,research_ready,rolling_regression,return_range_intercept_rank,Rolling return versus range regression intercept over 60 sessions.,60,medium,composite,exact_composite,"rank(ts_regression_intercept(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), safe_div_null(subtract(high, low), pre_close), 60, 30, True))",Rolling return versus range regression intercept over 60 sessions.,"close,high,low,pre_close,ret","coalesce,rank,safe_div_null,subtract,ts_regression_intercept",,"rank(ts_regression_intercept(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), safe_div_null(subtract(high, low), pre_close), 60, 30, True))","rank(ts_regression_intercept(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), safe_div_null(subtract(high, low), pre_close), 60, 30, True))",,False,"coalesce,rank,safe_div_null,subtract,ts_regression_intercept","close,high,low,pre_close,ret",ts_regression_intercept,,,,research_candidate,factorengine_native_generator,,not_run,,,,latest DSL parse passed,core,factorengine_native_generator,,,,,unknown,not_production_ready:research_candidate,
pv_v7_native_us_04215,V7_NATIVE,US,extended,research_ready,rolling_regression,return_range_intercept_zscore,Rolling return versus range regression intercept over 60 sessions.,60,medium,composite,exact_composite,"zscore(ts_regression_intercept(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), safe_div_null(subtract(high, low), pre_close), 60, 30, True))",Rolling return versus range regression intercept over 60 sessions.,"close,high,low,pre_close,ret","coalesce,safe_div_null,subtract,ts_regression_intercept,zscore",,"zscore(ts_regression_intercept(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), safe_div_null(subtract(high, low), pre_close), 60, 30, True))","zscore(ts_regression_intercept(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), safe_div_null(subtract(high, low), pre_close), 60, 30, True))",,False,"coalesce,safe_div_null,subtract,ts_regression_intercept,zscore","close,high,low,pre_close,ret",ts_regression_intercept,,,,research_candidate,factorengine_native_generator,,not_run,,,,latest DSL parse passed,core,factorengine_native_generator,,,,,unknown,not_production_ready:research_candidate,
pv_v7_native_us_04219,V7_NATIVE,US,extended,research_ready,rolling_regression,return_amount_change_r2_raw,Rolling return versus amount_change regression r2 over 60 sessions.,60,medium,moderate,exact_composite,"ts_regression_r2(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), ts_pct(add(amount, 1.0), 1), 60, 30, True)",Rolling return versus amount_change regression r2 over 60 sessions.,"amount,close,pre_close,ret","add,coalesce,safe_div_null,subtract,ts_pct,ts_regression_r2",,"ts_regression_r2(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), ts_pct(add(amount, 1.0), 1), 60, 30, True)","ts_regression_r2(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), ts_pct(add(amount, 1.0), 1), 60, 30, True)",,False,"add,coalesce,safe_div_null,subtract,ts_pct,ts_regression_r2","amount,close,pre_close,ret",ts_regression_r2,,,,research_candidate,factorengine_native_generator,,not_run,,,,latest DSL parse passed,core,factorengine_native_generator,,,,,unknown,not_production_ready:research_candidate,
pv_v7_native_us_04220,V7_NATIVE,US,extended,research_ready,rolling_regression,return_amount_change_r2_rank,Rolling return versus amount_change regression r2 over 60 sessions.,60,medium,composite,exact_composite,"rank(ts_regression_r2(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), ts_pct(add(amount, 1.0), 1), 60, 30, True))",Rolling return versus amount_change regression r2 over 60 sessions.,"amount,close,pre_close,ret","add,coalesce,rank,safe_div_null,subtract,ts_pct,ts_regression_r2",,"rank(ts_regression_r2(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), ts_pct(add(amount, 1.0), 1), 60, 30, True))","rank(ts_regression_r2(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), ts_pct(add(amount, 1.0), 1), 60, 30, True))",,False,"add,coalesce,rank,safe_div_null,subtract,ts_pct,ts_regression_r2","amount,close,pre_close,ret",ts_regression_r2,,,,research_candidate,factorengine_native_generator,,not_run,,,,latest DSL parse passed,core,factorengine_native_generator,,,,,unknown,not_production_ready:research_candidate,
pv_v7_native_us_04221,V7_NATIVE,US,extended,research_ready,rolling_regression,return_amount_change_r2_zscore,Rolling return versus amount_change regression r2 over 60 sessions.,60,medium,composite,exact_composite,"zscore(ts_regression_r2(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), ts_pct(add(amount, 1.0), 1), 60, 30, True))",Rolling return versus amount_change regression r2 over 60 sessions.,"amount,close,pre_close,ret","add,coalesce,safe_div_null,subtract,ts_pct,ts_regression_r2,zscore",,"zscore(ts_regression_r2(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), ts_pct(add(amount, 1.0), 1), 60, 30, True))","zscore(ts_regression_r2(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), ts_pct(add(amount, 1.0), 1), 60, 30, True))",,False,"add,coalesce,safe_div_null,subtract,ts_pct,ts_regression_r2,zscore","amount,close,pre_close,ret",ts_regression_r2,,,,research_candidate,factorengine_native_generator,,not_run,,,,latest DSL parse passed,core,factorengine_native_generator,,,,,unknown,not_production_ready:research_candidate,
pv_v7_native_us_04222,V7_NATIVE,US,extended,research_ready,rolling_regression,return_amount_change_tstat_raw,Rolling return versus amount_change regression tstat over 60 sessions.,60,medium,moderate,exact_composite,"ts_regression_tstat(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), ts_pct(add(amount, 1.0), 1), 60, 30, True)",Rolling return versus amount_change regression tstat over 60 sessions.,"amount,close,pre_close,ret","add,coalesce,safe_div_null,subtract,ts_pct,ts_regression_tstat",,"ts_regression_tstat(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), ts_pct(add(amount, 1.0), 1), 60, 30, True)","ts_regression_tstat(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), ts_pct(add(amount, 1.0), 1), 60, 30, True)",,False,"add,coalesce,safe_div_null,subtract,ts_pct,ts_regression_tstat","amount,close,pre_close,ret",ts_regression_tstat,,,,research_candidate,factorengine_native_generator,,not_run,,,,latest DSL parse passed,core,factorengine_native_generator,,,,,unknown,not_production_ready:research_candidate,
pv_v7_native_us_04223,V7_NATIVE,US,extended,research_ready,rolling_regression,return_amount_change_tstat_rank,Rolling return versus amount_change regression tstat over 60 sessions.,60,medium,composite,exact_composite,"rank(ts_regression_tstat(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), ts_pct(add(amount, 1.0), 1), 60, 30, True))",Rolling return versus amount_change regression tstat over 60 sessions.,"amount,close,pre_close,ret","add,coalesce,rank,safe_div_null,subtract,ts_pct,ts_regression_tstat",,"rank(ts_regression_tstat(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), ts_pct(add(amount, 1.0), 1), 60, 30, True))","rank(ts_regression_tstat(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), ts_pct(add(amount, 1.0), 1), 60, 30, True))",,False,"add,coalesce,rank,safe_div_null,subtract,ts_pct,ts_regression_tstat","amount,close,pre_close,ret",ts_regression_tstat,,,,research_candidate,factorengine_native_generator,,not_run,,,,latest DSL parse passed,core,factorengine_native_generator,,,,,unknown,not_production_ready:research_candidate,
pv_v7_native_us_04224,V7_NATIVE,US,extended,research_ready,rolling_regression,return_amount_change_tstat_zscore,Rolling return versus amount_change regression tstat over 60 sessions.,60,medium,composite,exact_composite,"zscore(ts_regression_tstat(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), ts_pct(add(amount, 1.0), 1), 60, 30, True))",Rolling return versus amount_change regression tstat over 60 sessions.,"amount,close,pre_close,ret","add,coalesce,safe_div_null,subtract,ts_pct,ts_regression_tstat,zscore",,"zscore(ts_regression_tstat(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), ts_pct(add(amount, 1.0), 1), 60, 30, True))","zscore(ts_regression_tstat(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), ts_pct(add(amount, 1.0), 1), 60, 30, True))",,False,"add,coalesce,safe_div_null,subtract,ts_pct,ts_regression_tstat,zscore","amount,close,pre_close,ret",ts_regression_tstat,,,,research_candidate,factorengine_native_generator,,not_run,,,,latest DSL parse passed,core,factorengine_native_generator,,,,,unknown,not_production_ready:research_candidate,
pv_v7_native_us_04225,V7_NATIVE,US,extended,research_ready,rolling_regression,return_amount_change_residual_raw,Rolling return versus amount_change regression residual over 60 sessions.,60,medium,moderate,exact_composite,"ts_regression_resid(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), ts_pct(add(amount, 1.0), 1), 60, 30, True)",Rolling return versus amount_change regression residual over 60 sessions.,"amount,close,pre_close,ret","add,coalesce,safe_div_null,subtract,ts_pct,ts_regression_resid",,"ts_regression_resid(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), ts_pct(add(amount, 1.0), 1), 60, 30, True)","ts_regression_resid(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), ts_pct(add(amount, 1.0), 1), 60, 30, True)",,False,"add,coalesce,safe_div_null,subtract,ts_pct,ts_regression_resid","amount,close,pre_close,ret",ts_regression_resid,,,,research_candidate,factorengine_native_generator,,not_run,,,,latest DSL parse passed,core,factorengine_native_generator,,,,,unknown,not_production_ready:research_candidate,
pv_v7_native_us_04226,V7_NATIVE,US,extended,research_ready,rolling_regression,return_amount_change_residual_rank,Rolling return versus amount_change regression residual over 60 sessions.,60,medium,composite,exact_composite,"rank(ts_regression_resid(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), ts_pct(add(amount, 1.0), 1), 60, 30, True))",Rolling return versus amount_change regression residual over 60 sessions.,"amount,close,pre_close,ret","add,coalesce,rank,safe_div_null,subtract,ts_pct,ts_regression_resid",,"rank(ts_regression_resid(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), ts_pct(add(amount, 1.0), 1), 60, 30, True))","rank(ts_regression_resid(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), ts_pct(add(amount, 1.0), 1), 60, 30, True))",,False,"add,coalesce,rank,safe_div_null,subtract,ts_pct,ts_regression_resid","amount,close,pre_close,ret",ts_regression_resid,,,,research_candidate,factorengine_native_generator,,not_run,,,,latest DSL parse passed,core,factorengine_native_generator,,,,,unknown,not_production_ready:research_candidate,
pv_v7_native_us_04227,V7_NATIVE,US,extended,research_ready,rolling_regression,return_amount_change_residual_zscore,Rolling return versus amount_change regression residual over 60 sessions.,60,medium,composite,exact_composite,"zscore(ts_regression_resid(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), ts_pct(add(amount, 1.0), 1), 60, 30, True))",Rolling return versus amount_change regression residual over 60 sessions.,"amount,close,pre_close,ret","add,coalesce,safe_div_null,subtract,ts_pct,ts_regression_resid,zscore",,"zscore(ts_regression_resid(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), ts_pct(add(amount, 1.0), 1), 60, 30, True))","zscore(ts_regression_resid(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), ts_pct(add(amount, 1.0), 1), 60, 30, True))",,False,"add,coalesce,safe_div_null,subtract,ts_pct,ts_regression_resid,zscore","amount,close,pre_close,ret",ts_regression_resid,,,,research_candidate,factorengine_native_generator,,not_run,,,,latest DSL parse passed,core,factorengine_native_generator,,,,,unknown,not_production_ready:research_candidate,
pv_v7_native_us_04228,V7_NATIVE,US,extended,research_ready,rolling_regression,return_amount_change_intercept_raw,Rolling return versus amount_change regression intercept over 60 sessions.,60,medium,moderate,exact_composite,"ts_regression_intercept(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), ts_pct(add(amount, 1.0), 1), 60, 30, True)",Rolling return versus amount_change regression intercept over 60 sessions.,"amount,close,pre_close,ret","add,coalesce,safe_div_null,subtract,ts_pct,ts_regression_intercept",,"ts_regression_intercept(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), ts_pct(add(amount, 1.0), 1), 60, 30, True)","ts_regression_intercept(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), ts_pct(add(amount, 1.0), 1), 60, 30, True)",,False,"add,coalesce,safe_div_null,subtract,ts_pct,ts_regression_intercept","amount,close,pre_close,ret",ts_regression_intercept,,,,research_candidate,factorengine_native_generator,,not_run,,,,latest DSL parse passed,core,factorengine_native_generator,,,,,unknown,not_production_ready:research_candidate,
pv_v7_native_us_04229,V7_NATIVE,US,extended,research_ready,rolling_regression,return_amount_change_intercept_rank,Rolling return versus amount_change regression intercept over 60 sessions.,60,medium,composite,exact_composite,"rank(ts_regression_intercept(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), ts_pct(add(amount, 1.0), 1), 60, 30, True))",Rolling return versus amount_change regression intercept over 60 sessions.,"amount,close,pre_close,ret","add,coalesce,rank,safe_div_null,subtract,ts_pct,ts_regression_intercept",,"rank(ts_regression_intercept(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), ts_pct(add(amount, 1.0), 1), 60, 30, True))","rank(ts_regression_intercept(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), ts_pct(add(amount, 1.0), 1), 60, 30, True))",,False,"add,coalesce,rank,safe_div_null,subtract,ts_pct,ts_regression_intercept","amount,close,pre_close,ret",ts_regression_intercept,,,,research_candidate,factorengine_native_generator,,not_run,,,,latest DSL parse passed,core,factorengine_native_generator,,,,,unknown,not_production_ready:research_candidate,
pv_v7_native_us_04230,V7_NATIVE,US,extended,research_ready,rolling_regression,return_amount_change_intercept_zscore,Rolling return versus amount_change regression intercept over 60 sessions.,60,medium,composite,exact_composite,"zscore(ts_regression_intercept(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), ts_pct(add(amount, 1.0), 1), 60, 30, True))",Rolling return versus amount_change regression intercept over 60 sessions.,"amount,close,pre_close,ret","add,coalesce,safe_div_null,subtract,ts_pct,ts_regression_intercept,zscore",,"zscore(ts_regression_intercept(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), ts_pct(add(amount, 1.0), 1), 60, 30, True))","zscore(ts_regression_intercept(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), ts_pct(add(amount, 1.0), 1), 60, 30, True))",,False,"add,coalesce,safe_div_null,subtract,ts_pct,ts_regression_intercept,zscore","amount,close,pre_close,ret",ts_regression_intercept,,,,research_candidate,factorengine_native_generator,,not_run,,,,latest DSL parse passed,core,factorengine_native_generator,,,,,unknown,not_production_ready:research_candidate,
pv_v7_native_us_04231,V7_NATIVE,US,extended,research_ready,rolling_regression,return_volume_partial_corr_range_raw,Return-volume dependence controlling for range over 60 sessions.,60,medium,moderate,exact_composite,"ts_partial_corr(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), ts_pct(add(volume, 1.0), 1), safe_div_null(subtract(high, low), pre_close), 60, 30)",Return-volume dependence controlling for range over 60 sessions.,"close,high,low,pre_close,ret,volume","add,coalesce,safe_div_null,subtract,ts_partial_corr,ts_pct",,"ts_partial_corr(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), ts_pct(add(volume, 1.0), 1), safe_div_null(subtract(high, low), pre_close), 60, 30)","ts_partial_corr(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), ts_pct(add(volume, 1.0), 1), safe_div_null(subtract(high, low), pre_close), 60, 30)",,False,"add,coalesce,safe_div_null,subtract,ts_partial_corr,ts_pct","close,high,low,pre_close,ret,volume",ts_partial_corr,,,,research_candidate,factorengine_native_generator,,not_run,,,,latest DSL parse passed,core,factorengine_native_generator,,,,,unknown,not_production_ready:research_candidate,
pv_v7_native_us_04232,V7_NATIVE,US,extended,research_ready,rolling_regression,return_volume_partial_corr_range_rank,Return-volume dependence controlling for range over 60 sessions.,60,medium,composite,exact_composite,"rank(ts_partial_corr(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), ts_pct(add(volume, 1.0), 1), safe_div_null(subtract(high, low), pre_close), 60, 30))",Return-volume dependence controlling for range over 60 sessions.,"close,high,low,pre_close,ret,volume","add,coalesce,rank,safe_div_null,subtract,ts_partial_corr,ts_pct",,"rank(ts_partial_corr(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), ts_pct(add(volume, 1.0), 1), safe_div_null(subtract(high, low), pre_close), 60, 30))","rank(ts_partial_corr(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), ts_pct(add(volume, 1.0), 1), safe_div_null(subtract(high, low), pre_close), 60, 30))",,False,"add,coalesce,rank,safe_div_null,subtract,ts_partial_corr,ts_pct","close,high,low,pre_close,ret,volume",ts_partial_corr,,,,research_candidate,factorengine_native_generator,,not_run,,,,latest DSL parse passed,core,factorengine_native_generator,,,,,unknown,not_production_ready:research_candidate,
pv_v7_native_us_04233,V7_NATIVE,US,extended,research_ready,rolling_regression,return_volume_partial_corr_range_zscore,Return-volume dependence controlling for range over 60 sessions.,60,medium,composite,exact_composite,"zscore(ts_partial_corr(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), ts_pct(add(volume, 1.0), 1), safe_div_null(subtract(high, low), pre_close), 60, 30))",Return-volume dependence controlling for range over 60 sessions.,"close,high,low,pre_close,ret,volume","add,coalesce,safe_div_null,subtract,ts_partial_corr,ts_pct,zscore",,"zscore(ts_partial_corr(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), ts_pct(add(volume, 1.0), 1), safe_div_null(subtract(high, low), pre_close), 60, 30))","zscore(ts_partial_corr(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), ts_pct(add(volume, 1.0), 1), safe_div_null(subtract(high, low), pre_close), 60, 30))",,False,"add,coalesce,safe_div_null,subtract,ts_partial_corr,ts_pct,zscore","close,high,low,pre_close,ret,volume",ts_partial_corr,,,,research_candidate,factorengine_native_generator,,not_run,,,,latest DSL parse passed,core,factorengine_native_generator,,,,,unknown,not_production_ready:research_candidate,
pv_v7_native_us_04234,V7_NATIVE,US,extended,research_ready,rolling_regression,ewm_return_volume_corr_raw,Exponentially weighted return-volume correlation with span 60.,60,medium,moderate,exact_composite,"ts_ewm_corr(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), ts_pct(add(volume, 1.0), 1), 60)",Exponentially weighted return-volume correlation with span 60.,"close,pre_close,ret,volume","add,coalesce,safe_div_null,subtract,ts_ewm_corr,ts_pct",,"ts_ewm_corr(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), ts_pct(add(volume, 1.0), 1), 60)","ts_ewm_corr(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), ts_pct(add(volume, 1.0), 1), 60)",,False,"add,coalesce,safe_div_null,subtract,ts_ewm_corr,ts_pct","close,pre_close,ret,volume",ts_ewm_corr,,,,research_candidate,factorengine_native_generator,,not_run,,,,latest DSL parse passed,core,factorengine_native_generator,,,,,unknown,not_production_ready:research_candidate,
pv_v7_native_us_04235,V7_NATIVE,US,extended,research_ready,rolling_regression,ewm_return_volume_corr_rank,Exponentially weighted return-volume correlation with span 60.,60,medium,composite,exact_composite,"rank(ts_ewm_corr(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), ts_pct(add(volume, 1.0), 1), 60))",Exponentially weighted return-volume correlation with span 60.,"close,pre_close,ret,volume","add,coalesce,rank,safe_div_null,subtract,ts_ewm_corr,ts_pct",,"rank(ts_ewm_corr(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), ts_pct(add(volume, 1.0), 1), 60))","rank(ts_ewm_corr(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), ts_pct(add(volume, 1.0), 1), 60))",,False,"add,coalesce,rank,safe_div_null,subtract,ts_ewm_corr,ts_pct","close,pre_close,ret,volume",ts_ewm_corr,,,,research_candidate,factorengine_native_generator,,not_run,,,,latest DSL parse passed,core,factorengine_native_generator,,,,,unknown,not_production_ready:research_candidate,
pv_v7_native_us_04236,V7_NATIVE,US,extended,research_ready,rolling_regression,ewm_return_volume_corr_zscore,Exponentially weighted return-volume correlation with span 60.,60,medium,composite,exact_composite,"zscore(ts_ewm_corr(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), ts_pct(add(volume, 1.0), 1), 60))",Exponentially weighted return-volume correlation with span 60.,"close,pre_close,ret,volume","add,coalesce,safe_div_null,subtract,ts_ewm_corr,ts_pct,zscore",,"zscore(ts_ewm_corr(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), ts_pct(add(volume, 1.0), 1), 60))","zscore(ts_ewm_corr(coalesce(ret, subtract(safe_div_null(close, pre_close), 1.0)), ts_pct(add(volume, 1.0), 1), 60))",,False,"add,coalesce,safe_div_null,subtract,ts_ewm_corr,ts_pct,zscore","close,pre_close,ret,volume",ts_ewm_corr,,,,research_candidate,factorengine_native_generator,,not_run,,,,latest DSL parse passed,core,factorengine_native_generator,,,,,unknown,not_production_ready:research_candidate,
