canonical,category,module,source,direct_status,backends,input_units,input_grain,output_unit,final_status,blocker,math_issue,input_issue,unit_issue,grain_issue,revision_issue,pit_issue,same_day_issue,period_issue,missing_issue,parameter_issue,backend_issue,incremental_issue,cross_market_issue,input_semantic_unknown,severity
ts_max_buildup,time_series,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_max_chord_excursion,time_series_shape,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_max_drawdown,time_series_risk,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_max_drawdown_activity_cost,time_series_risk,,,experimental,pandas_numpy;polars,"{'x': 'positive_level', 'activity': 'non_negative_activity'}",,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,,P1
ts_max_if,time_series_condition,,,experimental,pandas_numpy;polars,,,same_as:x,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_mean,time_series,,,production,pandas_numpy;polars;sql,,,,CERTIFIED,,,,,,,,,,,,,,,R23-317,
ts_mean_abs_deviation,general,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_mean_excess_slope,extreme_tail,,,experimental,pandas_numpy;polars,{'x': 'signed_return_or_centred_residual_or_signed_signal'},,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,,P1
ts_mean_if,time_series_condition,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_mean_reversion_half_life,,,,production,pandas_numpy;polars,{'x': 'spread_or_residual_or_stationary'},,,CERTIFIED,,,,,,,,,,,,,,,,
ts_mean_reversion_ou_approx_half_life,time_series_regression,,,experimental,pandas_numpy;polars,{'x': 'spread_or_residual_or_stationary'},,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,,P1
ts_mean_reversion_ou_approx_half_life_prior,time_series_regression,,,experimental,pandas_numpy;polars,{'x': 'spread_or_residual_or_stationary'},,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,,P1
ts_median,time_series,,,production,pandas_numpy;polars;sql,,,,CERTIFIED,,,,,,,,,,,,,,,R23-317,
ts_median3_causal,signal_filter,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_median_abs_deviation,general,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_min,time_series,,,production,pandas_numpy;polars;sql,,,,CERTIFIED,,,,,,,,,,,,,,,R23-317,
ts_min_if,time_series_condition,,,experimental,pandas_numpy;polars,,,same_as:x,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_mmd_rbf_shift,time_series_distribution,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_modwt_band_corr,conditional_dependence,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_moment,time_series,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_monotonicity,time_series_shape,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_motif_recurrence_count,time_series_regression,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_multi_regression_adjusted_r2_prior,time_series_regression,,,experimental,pandas_numpy;polars,"{'y': 'target', 'x1': 'predictor', 'x2': 'predictor', 'x3': 'predictor', 'x4': 'predictor'}",,r2,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,,P1
ts_multi_regression_coeff,,,,production,pandas_numpy;polars,"{'y': 'target', 'x1': 'predictor', 'x2': 'predictor', 'x3': 'predictor', 'x4': 'predictor'}",,unit(y)/unit(x) (intercept: unit(y)),CERTIFIED,,,,,,,,,,,,,,,,
ts_multi_regression_coeff_prior,time_series_regression,,,experimental,pandas_numpy;polars,"{'y': 'target', 'x1': 'predictor', 'x2': 'predictor', 'x3': 'predictor', 'x4': 'predictor'}",,unit(y)/unit(x) (intercept: unit(y)),SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,,P1
ts_multi_regression_coeff_stability,time_series_regression,,,experimental,pandas_numpy;polars,"{'y': 'target', 'x1': 'predictor', 'x2': 'predictor', 'x3': 'predictor', 'x4': 'predictor'}",,unit(y)/unit(x) (intercept: unit(y)),SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,,P1
ts_multi_regression_forecast_error,time_series_regression,,,experimental,pandas_numpy;polars,"{'y': 'target', 'x1': 'predictor', 'x2': 'predictor', 'x3': 'predictor', 'x4': 'predictor'}",,unit(y),SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,,P1
ts_multi_regression_forecast_error_z,time_series_regression,,,experimental,pandas_numpy;polars,"{'y': 'target', 'x1': 'predictor', 'x2': 'predictor', 'x3': 'predictor', 'x4': 'predictor'}",,z_score,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,,P1
ts_multi_regression_r2,,,,production,pandas_numpy;polars,"{'y': 'target', 'x1': 'predictor', 'x2': 'predictor', 'x3': 'predictor', 'x4': 'predictor'}",,r2,CERTIFIED,,,,,,,,,,,,,,,,
ts_multi_regression_r2_prior,time_series_regression,,,experimental,pandas_numpy;polars,"{'y': 'target', 'x1': 'predictor', 'x2': 'predictor', 'x3': 'predictor', 'x4': 'predictor'}",,r2,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,,P1
ts_multi_regression_resid,,,,production,pandas_numpy;polars,"{'y': 'target', 'x1': 'predictor', 'x2': 'predictor', 'x3': 'predictor', 'x4': 'predictor'}",,unit(y),CERTIFIED,,,,,,,,,,,,,,,,
ts_multi_regression_resid_z,,,,production,pandas_numpy;polars,"{'y': 'target', 'x1': 'predictor', 'x2': 'predictor', 'x3': 'predictor', 'x4': 'predictor'}",,z_score,CERTIFIED,,,,,,,,,,,,,,,,
ts_multifractal_asymmetry,multifractal,,,experimental,pandas_numpy;polars,,,level,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_multifractal_curvature,multifractal,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_multifractal_spectrum_width,multifractal,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_multiscale_entropy_slope,time_series_regression,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_multiscale_permutation_entropy_slope,state_geometry,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_multiscale_trend_consensus,multiscale_trend,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_multiscale_trend_curvature,multiscale_trend,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_multiscale_trend_dispersion,multiscale_trend,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_mutual_information,time_series_risk,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_nearest_structural_level_distance,structural_levels,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_negative_ratio,time_series,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_new_high,price_structure,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_new_low,price_structure,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_nth_pivot_high,price_structure,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_nth_pivot_high_age,price_structure,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_nth_pivot_low,price_structure,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_nth_pivot_low_age,price_structure,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_nth_value,time_series_order,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_opening_mispricing_score,return_decomposition,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_ordinal_irreversibility,state_geometry,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_overnight_intraday_cov,return_decomposition,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_overnight_intraday_sign_agreement,return_decomposition,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_overnight_intraday_spread,return_decomposition,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_partial_corr,time_series_regression,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_pastor_stambaugh_liquidity_gamma,market_microstructure,,,experimental,pandas_numpy;polars,"{'ret': 'return_decimal', 'benchmark_ret': 'return_decimal', 'amount': 'money_local'}",,return_per_flow_scale_currency,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,,P1
ts_path_efficiency,time_series_shape,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_path_leadlag_area,time_series_regression,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_path_signature_area,time_series_regression,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_path_signature_depth2_norm,time_series_regression,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_pattern_symmetry,price_structure,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_pct,time_series,,,production,pandas_numpy;polars;sql,,,,CERTIFIED,,,,,,,,,,,,,,,R23-317,
ts_permutation_entropy,complexity,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_permutation_transition_entropy,complexity,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_persistence_birth_dispersion,research_transform,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_persistence_diagram_shift,topology,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_persistence_entropy_h0,topology,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_persistence_entropy_h1,topology,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_pettitt_change_score,time_series_change,,,experimental,pandas_numpy;polars,,,ratio,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_pickands_tail_index,extreme_value,,,experimental,pandas_numpy;polars,,,level,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_pivot_high_age,price_structure,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_pivot_high_count,price_structure,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_pivot_high_spacing,price_structure,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_pivot_low_age,price_structure,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_pivot_low_count,price_structure,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_pivot_low_spacing,price_structure,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_poly2_coeff,time_series,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_poly2_forecast_error,time_series,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_poly2_forecast_error_z,time_series,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_poly2_prior_coeff,time_series,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_poly2_resid,time_series,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_positive_ratio,time_series,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_prev_high,price_structure,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_prev_low,price_structure,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_price_delay,time_series_risk,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_product,time_series,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_pseudocount_sample_entropy,time_series_regression,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_qn_scale,robust_statistics,,,experimental,pandas_numpy;polars,,,same_as:x,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_quantile,time_series,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_quantile_beta_spread,time_series_regression,,,experimental,pandas_numpy;polars,"{'y': 'target', 'x': 'predictor'}",,unit(y)/unit(x),SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,,P1
ts_quantile_beta_spread_prior,time_series_regression,,,experimental,pandas_numpy;polars,"{'y': 'target', 'x': 'predictor'}",,unit(y)/unit(x),SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,,P1
ts_quantile_crossing_spectral_concentration,quantile_dynamics,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_quantile_if,time_series_condition,,,experimental,pandas_numpy;polars,,,same_as:x,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_quantile_kurtosis,time_series_risk,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_quantile_range,robust_statistics,,,experimental,pandas_numpy;polars,,,same_as:x,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_quantile_regression_beta,,,,experimental,pandas_numpy;polars,{'x': 'signed_return_or_centred_residual_or_signed_signal'},,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,,P1
ts_quantile_regression_coeff,,,,production,pandas_numpy;polars,"{'y': 'target', 'x': 'predictor'}",,unit(y)/unit(x) (intercept: unit(y)),CERTIFIED,,,,,,,,,,,,,,,,
ts_quantile_regression_coeff_prior,time_series_regression,,,experimental,pandas_numpy;polars,"{'y': 'target', 'x': 'predictor'}",,unit(y)/unit(x) (intercept: unit(y)),SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,,P1
ts_quantile_regression_resid,,,,production,pandas_numpy;polars,"{'y': 'target', 'x': 'predictor'}",,unit(y),CERTIFIED,,,,,,,,,,,,,,,,
ts_quantile_regression_slope,,,,production,pandas_numpy;polars,,,,CERTIFIED,,,,,,,,,,,,,,,R23-317,
ts_quantile_skew,time_series_risk,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_quantile_transport_curvature,time_series_distribution,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_quantile_transport_slope,time_series_distribution,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_quantilogram,quantile_dynamics,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_range_expansion,price_structure,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_rank,time_series,,,production,pandas_numpy;polars;sql,,,,CERTIFIED,,,,,,,,,,,,,,,R23-317,
ts_rank_if,time_series_condition,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_ratio,time_series,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_realized_quarticity,time_series_volatility,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_recovery_fraction,downside_risk,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_recurrence_determinism,time_series_recurrence,,,experimental,pandas_numpy;polars,,,ratio,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_recurrence_diagonal_entropy,time_series_recurrence,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_recurrence_divergence,time_series_recurrence,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_recurrence_laminarity,time_series_recurrence,,,experimental,pandas_numpy;polars,,,ratio,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_recurrence_longest_vertical_length,time_series_recurrence,,,experimental,pandas_numpy;polars,,,bars,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_recurrence_mean_diagonal_length,time_series_recurrence,,,experimental,pandas_numpy;polars,,,bars,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_recurrence_rate,time_series_recurrence,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_recurrence_trapping_time,time_series_recurrence,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_regime_duration,time_series_regression,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_regression_forecast_error,time_series_regression,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_regression_forecast_error_z,time_series_regression,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_regression_in_sample_resid,time_series_regression,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_regression_intercept,time_series_regression,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_regression_r2,time_series_regression,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_regression_resid,time_series_regression,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_regression_resid_if,time_series_condition,,,experimental,pandas_numpy;polars,,,same_as:y,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_regression_resid_mean,time_series_regression,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_regression_slope,time_series,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_regression_tstat,time_series_regression,,,experimental,pandas_numpy;polars;sql,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_residualized_hsic,research_nonlinear,,,experimental,pandas_numpy;polars,,,level,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_resistance_break,price_structure,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_resistance_fit_r2,price_structure,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_resistance_level,price_structure,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_resistance_log_slope,price_structure,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_resistance_slope,price_structure,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_response_slope_asymmetry,binned_response,,,experimental,pandas_numpy;polars,,,,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,R23-317,P1
ts_return_spectral_entropy,spectral,,,experimental,pandas_numpy;polars,{'x': 'return_decimal'},,ratio,SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,,P1
ts_ridge_regression_coeff,,,,production,pandas_numpy;polars,"{'y': 'target', 'x1': 'predictor', 'x2': 'predictor', 'x3': 'predictor', 'x4': 'predictor'}",,unit(y)/unit(x) (intercept: unit(y)),CERTIFIED,,,,,,,,,,,,,,,,
ts_ridge_regression_coeff_prior,time_series_regression,,,experimental,pandas_numpy;polars,"{'y': 'target', 'x1': 'predictor', 'x2': 'predictor', 'x3': 'predictor', 'x4': 'predictor'}",,unit(y)/unit(x) (intercept: unit(y)),SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,,P1
ts_ridge_regression_forecast_error,time_series_regression,,,experimental,pandas_numpy;polars,"{'y': 'target', 'x1': 'predictor', 'x2': 'predictor', 'x3': 'predictor', 'x4': 'predictor'}",,unit(y),SUPPORTING_ONLY,experimental lifecycle: not production-certified (R23-303),,,,,,,,,,,,,,,P1
