canonical,math_definition,reference_impl,semantic_hash,axis_semantics,sample_validity,missing_topology,current_row_requirement,tie_policy,ddof,quantile_interpolation,zero_denominator,zero_std,domain_policy,partial_window_policy,minimum_effective_sample,history_kind,history_formula,anchor_policy,parameter_binding_complete,hidden_kwargs,local_casts,sample_mask_policy,semantic_policy_disagreements,source_provenance,reference_smoke_pass,numba_native_pass,polars_native_pass,duckdb_native_pass,fallback_pass,native_used,fallback_used,prefix_invariance,chunk_invariance,column_permutation,metamorphic_properties,metamorphic_passed,math_defect,semantic_drift,fix_action,blockers
ts_matrix_profile_novelty,当前子序列到最近历史子序列的 z 归一化 RMS 距离（新颖度）。,pandas/numpy,fbd9dbcef0a339f9a3f4f0b8fb886b02e6c21ef7b11780500ddab91130d4acc8,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,M13_HISTORY_FORMULA_HEURISTIC
ts_max,滚动最大值 (与m_max相同),pandas/numpy,b0df5ba891f512a81209c0da8bd9069b8d8d07f502de6a62a5031471e937d1e6,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,M13_HISTORY_FORMULA_HEURISTIC
ts_max_buildup,"Count record-high observations independently inside each trailing window. The record maximum resets at every output timestamp, so appending future rows can never alter past outputs.",pandas/numpy,2189eda19b1bc0ddd3064c209db61dd2f7a8e31bb2c0bace11db2ea731b8766b,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,d->int,isfinite,,inspect,,,,,,True,,,,,,,,,,M08_LOCAL_PARAMETER_COERCION|M13_HISTORY_FORMULA_HEURISTIC
ts_max_chord_excursion,相对首尾连线的最大偏移（按路径长度归一）。,pandas/numpy,97abd1e8874399f5c7e5ada2342d5ec9922522e4c140cc57d14edf6f4071858c,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,min_periods->int,isfinite,,inspect,,,,,,True,,,,,,,,,,M08_LOCAL_PARAMETER_COERCION|M13_HISTORY_FORMULA_HEURISTIC
ts_max_drawdown,严格窗口最大回撤,pandas/numpy,996dbca3daf003daa2bd21bed4d0a3c016e2cfb002fae961f8483c259ee1ee5a,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,M13_HISTORY_FORMULA_HEURISTIC
ts_max_drawdown_activity_cost,ts_max_drawdown_activity_cost,pandas/numpy,f6aec2b1109441d351be0a01677ba56aecb9db76ba17968baba7424afe403446,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,M13_HISTORY_FORMULA_HEURISTIC
ts_max_if,窗口内 condition 成立时 x 的最大值。,pandas/numpy,a373472a91063c959de59823f2aab473cb32877a529035f8dbad4c1a53548ff8,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,min_periods->int|window->int,,,inspect,,,,,,True,,,,,,,,,,M08_LOCAL_PARAMETER_COERCION|M13_HISTORY_FORMULA_HEURISTIC
ts_mean,滚动均值 (与m_avg相同),pandas/numpy,1e2ed9685db2e5977dbadeb832a8ea89285fca8f1ad13ac4ca25572c90cf4003,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,window->int,,,inspect,,,,,,True,,,,,translation_invariance,,,,,M08_LOCAL_PARAMETER_COERCION|M13_HISTORY_FORMULA_HEURISTIC
ts_mean_abs_deviation,平均绝对离差（围绕窗口均值的单一中心）,pandas/numpy,4219228742570fd040677fb60c1308a640ed9ea7349a5a3186fdcdcdcac1b255,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,window->int,,,inspect,,,,,,True,,,,,,,,,,M08_LOCAL_PARAMETER_COERCION|M13_HISTORY_FORMULA_HEURISTIC
ts_mean_excess_slope,mean-excess 图斜率（≈ξ/(1-ξ)，负=轻尾正=重尾）。,pandas/numpy,730286330eca497747f8e177f4fc0c13986f36b4cfded10f2485c52769e50b45,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,side->str,,,inspect,,,,,,True,,,,,,,,,,M08_LOCAL_PARAMETER_COERCION|M13_HISTORY_FORMULA_HEURISTIC
ts_mean_if,滚动条件均值,pandas/numpy,1ee1b8dc2f5bcabd7ebf488d83bb21b87b7eff8e3f17798d53e2654a1f5f1bab,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,M13_HISTORY_FORMULA_HEURISTIC
ts_mean_reversion_half_life,均值回复半衰期（AR(1) 精确离散）。,pandas/numpy,dbc2d101d7f0eedf29f76ac0d2468df868e6024140a371149dcf27026e39d613,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,min_periods->int|window->int,,,inspect,,,,,,True,,,,,,,,,,M08_LOCAL_PARAMETER_COERCION|M13_HISTORY_FORMULA_HEURISTIC
ts_mean_reversion_ou_approx_half_life,均值回复半衰期（OU 连续近似 -ln2/beta）。,pandas/numpy,df65b52e154c94e0a4a5a55e57385fddfb53fb2a4cdf018e404a402a4a7d2534,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,min_periods->int|window->int,,,inspect,,,,,,True,,,,,,,,,,M08_LOCAL_PARAMETER_COERCION|M13_HISTORY_FORMULA_HEURISTIC
ts_median,计算n期移动中位数,pandas/numpy,20d1d617f1dd978547105202f1988d4cbb55036b41800b3bc9038523db2afd1a,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,M13_HISTORY_FORMULA_HEURISTIC
ts_median_abs_deviation,中位数绝对离差（围绕窗口中位数的单一中心）,pandas/numpy,166540c1301201c18a1258b3c02913549786019b6b1b0fc3757c406561fe5467,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,window->int,,,inspect,,,,,,True,,,,,,,,,,M08_LOCAL_PARAMETER_COERCION|M13_HISTORY_FORMULA_HEURISTIC
ts_min,滚动最小值 (与m_min相同),pandas/numpy,20b29a05836bb34c258ac270e7bab5c1e63e34c7db74fe95c97a6efef0200734,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,M13_HISTORY_FORMULA_HEURISTIC
ts_min_if,窗口内 condition 成立时 x 的最小值。,pandas/numpy,8df0c0cdf29f87bb86f8227bfa707edaa8e0ae28e3bb396d23f9a6849d21b7b7,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,min_periods->int|window->int,,,inspect,,,,,,True,,,,,,,,,,M08_LOCAL_PARAMETER_COERCION|M13_HISTORY_FORMULA_HEURISTIC
ts_mmd_rbf_shift,RBF-kernel MMD²（σ=median heuristic，确定性）。,pandas/numpy,51d2a6677a871fe40c92eef337c38a7649b2722ff389c8e7f3e2430ce545944e,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,min_periods->int,,,inspect,,,,,,True,,,,,,,,,,M08_LOCAL_PARAMETER_COERCION|M13_HISTORY_FORMULA_HEURISTIC
ts_modwt_band_corr,"Haar MODWT 频带细节系数窗口相关 Corr(D_band x, D_band y)，无量纲相关系数。",pandas/numpy,6e7fc87ec77f3b5ddb4f34bf3c343ea0208ca7819e5cf74e5cfdaac8f9ab363e,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,band->int|level->int|window->int,,,inspect,,,,,,True,,,,,,,,,,M08_LOCAL_PARAMETER_COERCION|M13_HISTORY_FORMULA_HEURISTIC
ts_moment,窗口 k 阶中心矩（k>=2；k=1 恒为 0，不具信息量）,pandas/numpy,5e83e5bd78fefaa66f71c27397cd064d05a57c7f32a6a0375c44958751c7ace7,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,M13_HISTORY_FORMULA_HEURISTIC
ts_monotonicity,Kendall 式单调性 (C-D)/(C+D)。,pandas/numpy,e176a26bd7882016b3ee6bef517a747d18ac95375b7013ccc541b3da148d355e,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,min_periods->int,,,inspect,,,,,,True,,,,,,,,,,M08_LOCAL_PARAMETER_COERCION|M13_HISTORY_FORMULA_HEURISTIC
ts_motif_recurrence_count,相似历史模式出现次数（近邻计数，history_window 截断回溯）。,pandas/numpy,33bc39dc2df820b60cbd32c39c0bb69800b715ede6b028708e395d8178d0418f,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,M13_HISTORY_FORMULA_HEURISTIC
ts_multi_regression_adjusted_r2_prior,多变量回归训练窗口调整 R²（截至 t-1）。,pandas/numpy,708c41d72e22aa205fc8e6132db811b5170747c1cb09828d0ccb1c66b797e62b,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,add_intercept->bool|coefficient_index->int|min_periods->int|window->int,,,inspect,,,,,,True,,,,,,,,,,M08_LOCAL_PARAMETER_COERCION|M13_HISTORY_FORMULA_HEURISTIC
ts_multi_regression_coeff,多变量滚动回归指定系数（in-sample，训练窗口含当前观测；因果 t-1 版本用 ts_multi_regression_coeff_prior）。,pandas/numpy,708c41d72e22aa205fc8e6132db811b5170747c1cb09828d0ccb1c66b797e62b,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,add_intercept->bool|coefficient_index->int|min_periods->int|window->int,,,inspect,,,,,,True,,,,,,,,,,M08_LOCAL_PARAMETER_COERCION|M13_HISTORY_FORMULA_HEURISTIC
ts_multi_regression_coeff_prior,多变量回归系数（截至 t-1 训练）。,pandas/numpy,708c41d72e22aa205fc8e6132db811b5170747c1cb09828d0ccb1c66b797e62b,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,add_intercept->bool|coefficient_index->int|min_periods->int|window->int,,,inspect,,,,,,True,,,,,,,,,,M08_LOCAL_PARAMETER_COERCION|M13_HISTORY_FORMULA_HEURISTIC
ts_multi_regression_coeff_stability,多变量回归系数在最近 K 个滚动窗口的标准差。,pandas/numpy,708c41d72e22aa205fc8e6132db811b5170747c1cb09828d0ccb1c66b797e62b,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,add_intercept->bool|coefficient_index->int|min_periods->int|window->int,,,inspect,,,,,,True,,,,,,,,,,M08_LOCAL_PARAMETER_COERCION|M13_HISTORY_FORMULA_HEURISTIC
ts_multi_regression_forecast_error,多变量回归当前样本相对历史拟合的预测误差。,pandas/numpy,708c41d72e22aa205fc8e6132db811b5170747c1cb09828d0ccb1c66b797e62b,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,add_intercept->bool|coefficient_index->int|min_periods->int|window->int,,,inspect,,,,,,True,,,,,,,,,,M08_LOCAL_PARAMETER_COERCION|M13_HISTORY_FORMULA_HEURISTIC
ts_multi_regression_forecast_error_z,多变量回归预测误差 / 历史训练窗口残差标准差。,pandas/numpy,708c41d72e22aa205fc8e6132db811b5170747c1cb09828d0ccb1c66b797e62b,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,add_intercept->bool|coefficient_index->int|min_periods->int|window->int,,,inspect,,,,,,True,,,,,,,,,,M08_LOCAL_PARAMETER_COERCION|M13_HISTORY_FORMULA_HEURISTIC
ts_multi_regression_r2,多变量滚动回归 R²（in-sample）。,pandas/numpy,708c41d72e22aa205fc8e6132db811b5170747c1cb09828d0ccb1c66b797e62b,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,add_intercept->bool|coefficient_index->int|min_periods->int|window->int,,,inspect,,,,,,True,,,,,,,,,,M08_LOCAL_PARAMETER_COERCION|M13_HISTORY_FORMULA_HEURISTIC
ts_multi_regression_r2_prior,多变量回归训练窗口 R²（截至 t-1）。,pandas/numpy,708c41d72e22aa205fc8e6132db811b5170747c1cb09828d0ccb1c66b797e62b,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,add_intercept->bool|coefficient_index->int|min_periods->int|window->int,,,inspect,,,,,,True,,,,,,,,,,M08_LOCAL_PARAMETER_COERCION|M13_HISTORY_FORMULA_HEURISTIC
ts_multi_regression_resid,多变量滚动回归当前残差（in-sample，训练窗口含当前观测）。,pandas/numpy,708c41d72e22aa205fc8e6132db811b5170747c1cb09828d0ccb1c66b797e62b,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,add_intercept->bool|coefficient_index->int|min_periods->int|window->int,,,inspect,,,,,,True,,,,,,,,,,M08_LOCAL_PARAMETER_COERCION|M13_HISTORY_FORMULA_HEURISTIC
ts_multi_regression_resid_z,多变量滚动回归标准化残差（in-sample）。,pandas/numpy,708c41d72e22aa205fc8e6132db811b5170747c1cb09828d0ccb1c66b797e62b,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,add_intercept->bool|coefficient_index->int|min_periods->int|window->int,,,inspect,,,,,,True,,,,,,,,,,M08_LOCAL_PARAMETER_COERCION|M13_HISTORY_FORMULA_HEURISTIC
ts_multifractal_asymmetry,ts_multifractal_asymmetry,pandas/numpy,5af4c050ffe41bc9f96d2b93d19d6cb15d36452a339871607e191beed5c030af,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,M13_HISTORY_FORMULA_HEURISTIC
ts_multifractal_curvature,H(q) 对 q 二次拟合的曲率系数 c。,pandas/numpy,d206265a5a53ac089c5d4fe07d48bcc98ee07869e72dfbb648906db147fc85e2,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,M13_HISTORY_FORMULA_HEURISTIC
ts_multifractal_spectrum_width,多重分形奇异谱宽 alpha_max - alpha_min（Legendre 变换）。,pandas/numpy,ee48f50703ee7edf2671cfd5838d9a0696d9b21b502112d4cc1363e381c83599,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,M13_HISTORY_FORMULA_HEURISTIC
ts_multiscale_entropy_slope,多尺度熵对 log(scale) 的斜率（Entropy(s) ~ a + b·log s，右对齐粗粒化）。,pandas/numpy,6dcb018073e8078c05c044db4f1b4e8a14a26800ecb73a7b590502abfb0a5559,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,M13_HISTORY_FORMULA_HEURISTIC
ts_multiscale_permutation_entropy_slope,多尺度排列熵斜率 b（PE vs log-scale 回归）。,pandas/numpy,4f5b5e08d67cb6d76059ce0707ffe6fae3963339a4b9e5e7dd3b5db451919e78,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,order->int,,,inspect,,,,,,True,,,,,,,,,,M08_LOCAL_PARAMETER_COERCION|M13_HISTORY_FORMULA_HEURISTIC
ts_multiscale_trend_consensus,各尺度趋势统计量 T_s 符号的均值（多尺度方向一致度）。,pandas/numpy,d81a8fe0eea2c85528116ddcc2cae1ca936ce71db91a0bddd38f89e1241fd8b8,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,window->int,,,inspect,,,,,,True,,,,,,,,,,M08_LOCAL_PARAMETER_COERCION|M13_HISTORY_FORMULA_HEURISTIC
ts_multiscale_trend_curvature,T_s 对 log(s) 二次回归的二次项系数（趋势随尺度的曲率）。,pandas/numpy,3a298f6909747135d26278517dd2eec3672db4688fe480b15b06e083e3727086,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,window->int,,,inspect,,,,,,True,,,,,,,,,,M08_LOCAL_PARAMETER_COERCION|M13_HISTORY_FORMULA_HEURISTIC
ts_multiscale_trend_dispersion,各尺度趋势统计量 T_s 的中位数绝对偏差（尺度间分歧度）。,pandas/numpy,8c70edcf4fb7bfbada99dba4b5b0e9e193349c7ef4fc1ed92c4ca6ea8418d59a,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,window->int,,,inspect,,,,,,True,,,,,,,,,,M08_LOCAL_PARAMETER_COERCION|M13_HISTORY_FORMULA_HEURISTIC
ts_mutual_information,"互信息（rank 分位数直方图 + 可选 Miller–Madow 有限样本校正）。 原始输出单位为 nats；normalized=True 时按 min(Hx,Hy) 归一为 [0,1] 无量纲比值。",pandas/numpy,acbf230f33c56ea67a3bef1e3c4054c22d48769ad797cc18feeefcb78abff1ea,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,bins->int|estimator->str,,,inspect,,,,,,True,,,,,,,,,,M08_LOCAL_PARAMETER_COERCION|M13_HISTORY_FORMULA_HEURISTIC
ts_nearest_structural_level_distance,最近结构价位距离（按对数收益波动归一），支持上方/下方方向过滤。,pandas/numpy,9a3c09f60cffd7d2a05357dbb566550c4ee9256d87d83d274888a54b5d739069,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,M13_HISTORY_FORMULA_HEURISTIC
ts_negative_ratio,"窗口内 x < threshold 的有效观测比例 (输入应为有符号收益/比率, 非原始价格/量)。",pandas/numpy,5e5716663b5492974fefa0095c5c2423e4abd2060fe690c3ca32717b1a5f57b0,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,min_periods->int|threshold->float|window->int,,,inspect,,,,,,True,,,,,,,,,,M08_LOCAL_PARAMETER_COERCION|M13_HISTORY_FORMULA_HEURISTIC
ts_new_high,1 when current value exceeds prior rolling high.,pandas/numpy,f02bc764c910cdd6863d6898f297d941ea0fe291b2d7acbf9ecfc972032b81a4,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,M13_HISTORY_FORMULA_HEURISTIC
ts_new_low,1 when current value falls below prior rolling low.,pandas/numpy,f02bc764c910cdd6863d6898f297d941ea0fe291b2d7acbf9ecfc972032b81a4,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,M13_HISTORY_FORMULA_HEURISTIC
ts_nth_pivot_high,Nth most recent confirmed pivot high.,pandas/numpy,8327bbad120882e2f1e777c87cf6a604fe0504f5e99638275c20838e52c5eaee,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,M13_HISTORY_FORMULA_HEURISTIC
ts_nth_pivot_high_age,Age of nth confirmed pivot high.,pandas/numpy,8327bbad120882e2f1e777c87cf6a604fe0504f5e99638275c20838e52c5eaee,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,M13_HISTORY_FORMULA_HEURISTIC
ts_nth_pivot_low,Nth most recent confirmed pivot low.,pandas/numpy,5145e7b5ef5f311c5c62018e7b20b3b702522097b032362b3d8f69a6306ed817,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,M13_HISTORY_FORMULA_HEURISTIC
ts_nth_pivot_low_age,Age of nth confirmed pivot low.,pandas/numpy,5145e7b5ef5f311c5c62018e7b20b3b702522097b032362b3d8f69a6306ed817,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,M13_HISTORY_FORMULA_HEURISTIC
ts_nth_value,滚动第 N 大或第 N 小值,pandas/numpy,5a365b0c229a2d9a2b8f56564e2096451f8c925144c239d1f78ecdd2669e23c1,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,M13_HISTORY_FORMULA_HEURISTIC
ts_opening_mispricing_score,隔夜收益 - 历史滚动回归的预期日内响应。,pandas/numpy,777c749eb285e063dec681c9b72a0a14e709aaf66c2bdd76d5e68fb63b93109a,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,M13_HISTORY_FORMULA_HEURISTIC
ts_ordinal_irreversibility,"序数模式时间不可逆性 sqrt(JS/ln2)（[0,1]，正反向动力学差异）。",pandas/numpy,705dc8cd2e6845cb9c94c60547a06a448961414c5a3dcc6f1cbea87983f2757a,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,delay->int|order->int,,,inspect,,,,,,True,,,,,,,,,,M08_LOCAL_PARAMETER_COERCION|M13_HISTORY_FORMULA_HEURISTIC
ts_overnight_intraday_cov,隔夜与日内收益滚动协方差。,pandas/numpy,777c749eb285e063dec681c9b72a0a14e709aaf66c2bdd76d5e68fb63b93109a,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,M13_HISTORY_FORMULA_HEURISTIC
ts_overnight_intraday_sign_agreement,隔夜与日内收益同号比例（滚动）。,pandas/numpy,777c749eb285e063dec681c9b72a0a14e709aaf66c2bdd76d5e68fb63b93109a,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,M13_HISTORY_FORMULA_HEURISTIC
ts_overnight_intraday_spread,隔夜收益滚动均值 - 日内收益滚动均值。,pandas/numpy,777c749eb285e063dec681c9b72a0a14e709aaf66c2bdd76d5e68fb63b93109a,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,M13_HISTORY_FORMULA_HEURISTIC
ts_partial_corr,共同样本滚动偏相关,pandas/numpy,33b102e62794b88c37b190192646919f907cf7677d65d0eedbb3fdc89d989570,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,M13_HISTORY_FORMULA_HEURISTIC
ts_pastor_stambaugh_liquidity_gamma,ts_pastor_stambaugh_liquidity_gamma,pandas/numpy,766beedd4478ed78ac59da61234c80cd70846c8a768d626d522b4bf55175d831,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,M13_HISTORY_FORMULA_HEURISTIC
ts_path_efficiency,净位移 / 路径长度 (常量路径 constant_path_policy=ZERO)。,pandas/numpy,cc55703a3a7024b8b8ea373d09f39a1aa35c93779d1e6592592e80c170081583,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,min_periods->int,,,inspect,,,,,,True,,,,,,,,,,M08_LOCAL_PARAMETER_COERCION|M13_HISTORY_FORMULA_HEURISTIC
ts_path_leadlag_area,lead-lag 变换后的路径有向面积。,pandas/numpy,1288d6dd00e5a90cb6084255656e23ed068d9df5b0c6512e4d73838fabe44373,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,M13_HISTORY_FORMULA_HEURISTIC
ts_path_signature_area,二维路径的有向面积（Levy 面积）。,pandas/numpy,98d30c568045c358e7f969d1a4ab931272aa3ebf091264304f43821cf189d8c8,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,M13_HISTORY_FORMULA_HEURISTIC
ts_path_signature_depth2_norm,二阶路径签名各项 L2 范数。,pandas/numpy,98d30c568045c358e7f969d1a4ab931272aa3ebf091264304f43821cf189d8c8,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,M13_HISTORY_FORMULA_HEURISTIC
ts_pattern_symmetry,Continuous symmetry score of recent pivot highs/lows.,pandas/numpy,1817a86f313aada6ca27d0b93a188fd41f6c5f32f74a780156755c5802f8594f,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,,,inspect,,,,,,True,,,,,,,,,,M13_HISTORY_FORMULA_HEURISTIC
ts_pct,d 期变化率,pandas/numpy,7c99ded814a1f5ddbc7c80e5b90d470dece9f137eb1c3fed60480ea8dc966576,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,,notna,,inspect,,,,,,True,,,,,scale_covariance,,,,,M13_HISTORY_FORMULA_HEURISTIC
ts_permutation_entropy,排列熵（order 阶嵌入排列模式熵）。,pandas/numpy,57e5e2e8a0d68efcdc59a9a28b5495872fff3af98386d79ed889d23ea716ddb3,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,delay->int|min_patterns->int|normalize->bool|order->int,,,inspect,,,,,,True,,,,,,,,,,M08_LOCAL_PARAMETER_COERCION|M13_HISTORY_FORMULA_HEURISTIC
ts_permutation_transition_entropy,排列转移熵（相邻排列转移条件熵）。,pandas/numpy,373a31f8d2aee4ab04870b747822572d8b17eb214605e56b66cef90895296eb6,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,delay->int|normalize->bool|order->int,,,inspect,,,,,,True,,,,,,,,,,M08_LOCAL_PARAMETER_COERCION|M13_HISTORY_FORMULA_HEURISTIC
ts_persistence_birth_dispersion,持久图特征出生时间散布（bifurcation proxy，cost=10，仅 Research）。,pandas/numpy,9aa355efbb67bbc14b8c53230f2a61534cf0287d613b33c9d7ab82d6b9f6a5bd,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,dim->int|tau->int|window->int,,,inspect,,,,,,True,,,,,,,,,,M08_LOCAL_PARAMETER_COERCION|M13_HISTORY_FORMULA_HEURISTIC
ts_persistence_diagram_shift,当前 vs 上一窗口 H1 persistence diagram 的 Wasserstein-1 距离。,pandas/numpy,93d61e52c81695a6015a9f4508e48708fba89088a2595c182216991d2e2951c2,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,embedding_dim->int|tau->int|window->int,,,inspect,,,,,,True,,,,,,,,,,M08_LOCAL_PARAMETER_COERCION|M13_HISTORY_FORMULA_HEURISTIC
ts_persistence_entropy_h0,持久性寿命熵（H0：单链 union-find，零维连接分量的合并距离）。环境无关。,pandas/numpy,eab9c14c418a7a7225113e2299804ec015706328aea26a9f2a5963a35f9788bf,column_wise,observed_roll,propagate,True,,1,linear,protected,zero,,min_periods,,,,trailing_end,True,,dim->int|tau->int|window->int,,,inspect,,,,,,True,,,,,,,,,,M08_LOCAL_PARAMETER_COERCION|M13_HISTORY_FORMULA_HEURISTIC
