factor_name,source,pool,domain,ic,rank_ic,source_formula,lqtp_formula,fe_formula,lqtp_notes,fe_notes
factor_drawdown_wick_absorption_tail_filtered,original,qualified,,0.016579220010836917,0.02081332342654836,[drawdown_depth_50 × mean_12(lower_wick_fraction × close_location)] / [1 + downside_damage_12] × [1 - 0.5 × downside_energy_share_20],"[drawdown_depth_50 × ts_mean(12, lower_wick_fraction × close_location)] / [1 + downside_damage_12] × [1 - 0.5 × downside_energy_share_20]","[drawdown_depth_50 × ts_mean(12, lower_wick_fraction × close_location)] / [1 + downside_damage_12] × [1 - 0.5 × downside_energy_share_20]",,
factor_vol_regime_vol_ratio,original,qualified,,0.012617424624371683,0.04058376377984233,"- (SMA(high-low,5) / SMA(high-low,20)) * I(volume > SMA(volume,30)*1.5)","- (ts_mean(5, high-low) / ts_mean(20, high-low)) * I(volume > ts_mean(30, volume)*1.5)","- (ts_mean(5, high-low) / ts_mean(20, high-low)) * I(volume > ts_mean(30, volume)*1.5)",Unconverted: ['I'],Unconverted: ['I']
factor_downside_volatility_persistence,original,qualified,,0.018268967433356185,0.038745957629118144,"downside_vol = rolling_std(neg_returns, 20); upside_vol = rolling_std(pos_returns, 20); factor = downside_vol - upside_vol","downside_vol = ts_std(20, neg_returns); upside_vol = ts_std(20, pos_returns); factor = downside_vol - upside_vol","downside_vol = ts_std(20, neg_returns); upside_vol = ts_std(20, pos_returns); factor = downside_vol - upside_vol",,
factor_smooth_abs_return_volume,original,qualified,,0.017207420267092603,0.04137305634059518,$\text{EWMA}_{20}(|r_t|) \times \frac{\text{volume}_t}{\text{rollingmean}_{20}(\text{volume})}$,$\text{EWMA}_{20}(|r_t|) \times \frac{\text{volume}_t}{\text{rollingmean}_{20}(\text{volume})}$,$\text{EWMA}_{20}(|r_t|) \times \frac{\text{volume}_t}{\text{rollingmean}_{20}(\text{volume})}$,,
factor_drawdown_depth_atr_short_window,original,qualified,,0.016137699245231084,0.03149696193740265,"depth = (rolling_max(close,21) - close) / rolling_max(close,21); factor = depth / ATR(high, low, close, 21)","depth = (ts_max(21, close) - close) / ts_max(21, close); factor = depth / ts_atr(high, low, close, 21)","depth = (ts_max(21, close) - close) / ts_max(21, close); factor = depth / ATR(high, low, close, 21)",,
factor_drawdown_atr_ratio,original,qualified,,0.015814349414593802,0.030960461458749422,stress_ratio = -(close / rolling_max(20) - 1) / ATR(20),stress_ratio = -(close / ts_max(20) - 1) / ts_atr(20),stress_ratio = -(close / ts_max(20) - 1) / ATR(20),,
factor_directional_imbalance_simplified,original,qualified,,0.014439605495951873,0.036132461870858265,"((high-prev_close)*volume - (prev_close-low)*volume).rolling(20).sum() / volume.rolling(20).sum(), then 10-period SMA","((high-prev_close)*volume - (prev_close-low)*volume).<rolling>(20).ts_sum() / volume.<rolling>(20).ts_sum(), then 10-period SMA","((high-prev_close)*volume - (prev_close-low)*volume).<rolling>(20).ts_sum() / volume.<rolling>(20).ts_sum(), then 10-period SMA",,
factor_negative_skew_accumulation,original,qualified,,0.010834657122109983,0.02960231676124595,"-skewness(log_return, 20) * (high-low)/close, smoothed EMA(10)","-ts_skew(20, log_return) * (high-low)/close, smoothed ema(10)","-ts_skew(20, log_return) * (high-low)/close, smoothed ema(10)",,
factor_downside_upside_vol_ratio_short,original,qualified,,0.015177087447136342,0.03785883420595022,ratio = vol_down / vol_up over 30 days,ratio = vol_down / vol_up over 30 days,ratio = vol_down / vol_up over 30 days,,
factor_squared_range_close_ema_cuberoot,original,qualified,,0.0180481915821497,0.05221614573244962,"sign(ema(range^2/close,10)) * |ema(...)|^(1/3)","sign(ema(range^2/close,10)) * |ema(...)|^(1/3)","sign(ema(range^2/close,10)) * |ema(...)|^(1/3)",,
factor_volume_adjusted_lag_simple,original,qualified,,0.015657516630951065,0.03620291839313755,EMA_8( lag_ret * log(V / SMA_10(V)) ),"ema(8, lag_ret * log(V / SMA_10(V)))","ema(8, lag_ret * log(V / SMA_10(V)))",Unconverted: ['SMA_10'],Unconverted: ['SMA_10']
factor_asym_vol_30,original,qualified,,0.015155926419379661,0.03785978829358128,log(down_vol(30)/up_vol(30)),log(down_vol(30)/up_vol(30)),log(down_vol(30)/up_vol(30)),"Unconverted: ['down_vol', 'up_vol']","Unconverted: ['down_vol', 'up_vol']"
factor_price_smoothness_median,original,qualified,,0.014260492557638754,0.018485560957363766,"-rolling_median( (close/shift(close)-1)^2 / (high-low)^2 , 20)","-ts_median(20, (close/shift(close)-1)^2 / (high-low)^2)","-ts_median(20, (close/shift(close)-1)^2 / (high-low)^2)20)",,
factor_volume_adjusted_lag_return_v3,original,qualified,,0.015668995058113956,0.03589672332774988,factor = EMA_8( lag_ret * log( V / EMA_10(V) ) ),"factor = ema(8, lag_ret * log( V / EMA_10(V) ))","factor = ema(8, lag_ret * log( V / EMA_10(V) ))",Unconverted: ['EMA_10'],Unconverted: ['EMA_10']
factor_vwap_adjusted_range_tanh_smooth,original,qualified,,0.01944717198099281,0.0600879153926914,"tanh( (ATR(20) / VWAP(30)) * (volume / EMA(volume, 30)) )","tanh( (ts_atr(20) / VWAP(30)) * (volume / ema(30, volume)) )","tanh( (ATR(20) / VWAP(30)) * (volume / ema(30, volume)) )",Unconverted: ['VWAP'],Unconverted: ['VWAP']
factor_liquidity_adaptive_momentum,original,qualified,,0.019280490506528084,0.03434059708371572,"(close / shift(21) - 1) / (if liquidity_high then std(negative_returns,21) else std(negative_returns,63))","(close / delay(21) - 1) / (if liquidity_high then ts_std(21, negative_returns) else ts_std(63, negative_returns))","(close / ts_delay(21) - 1) / (if liquidity_high then ts_std(21, negative_returns) else ts_std(63, negative_returns))",,
factor_downside_vol_liquidity_momentum,original,qualified,,0.019280490506528084,0.03434059708371572,"(close/shift(21)-1) / (if liquidity_high then std(downside_returns,21) else std(downside_returns,63))","(close/delay(21)-1) / (if liquidity_high then ts_std(21, downside_returns) else ts_std(63, downside_returns))","(close/ts_delay(21)-1) / (if liquidity_high then ts_std(21, downside_returns) else ts_std(63, downside_returns))",,
factor_vol_regime_impact_ema,original,qualified,,0.019646686240179487,0.05613513531671366,"EWMA( |intraday_ret| * vol_ratio, span=10 )","ema(span=10, |intraday_ret| * vol_ratio)","ema(span=10, |intraday_ret| * vol_ratio)",,
factor_drawdown_atr_recovery,original,qualified,,0.011031876544933365,0.038575737837980024,"drawdown = close/rolling_max(close,60)-1; normalized_drawdown = drawdown / ATR(20); factor = fillna(replace(normalized_drawdown, inf, nan),0)","drawdown = close/ts_max(60, close)-1; normalized_drawdown = drawdown / ts_atr(20); factor = fillna(replace(normalized_drawdown, inf, nan),0)","drawdown = close/ts_max(60, close)-1; normalized_drawdown = drawdown / ATR(20); factor = fillna(replace(normalized_drawdown, inf, nan),0)",,
factor_asymmetry_simplified_v2,original,qualified,,0.012025998844217591,0.03104229789090991,"F = ln(σ_down / σ_up) where σ_down = sqrt(mean of squared negative returns over 20 days), σ_up = sqrt(mean of squared positive returns over 20 days), smoothed with 3-day MA.","F = log(σ_down / σ_up) where σ_down = sqrt(mean of squared negative returns over 20 days), σ_up = sqrt(mean of squared positive returns over 20 days), smoothed with 3-day MA.","F = log(σ_down / σ_up) where σ_down = sqrt(mean of squared negative returns over 20 days), σ_up = sqrt(mean of squared positive returns over 20 days), smoothed with 3-day MA.",,
factor_drawdown_regime_adaptive,original,qualified,,0.010306979209274574,0.03601503724764704,"stress_fast = sum((close/rolling_max(close,5)-1)/ATR(5),5); stress_slow = sum((close/rolling_max(close,20)-1)/ATR(20),5); factor = if high_resvol then stress_fast else stress_slow","stress_fast = ts_sum(5, (close/rolling_max(close,5)-1)/ATR(5)) stress_slow = ts_sum(5, (close/rolling_max(close,20)-1)/ATR(20)) factor = if high_resvol then stress_fast else stress_slow","stress_fast = ts_sum(5, (close/rolling_max(close,5)-1)/ATR(5))ress_slow = ts_sum(5, (close/rolling_max(close,20)-1)/ATR(20))ctor = if high_resvol then stress_fast else stress_slow",,
factor_stability_atr,original,qualified,,0.01399192868110972,0.015469270012353969,1 / (1 + (std(atr_20) / mean(atr_20))^2),1 / (1 + (ts_std(atr_20) / ts_mean(atr_20))^2),1 / (1 + (ts_std(atr_20) / ts_mean(atr_20))^2),,
factor_resvol_smoothed_trend,original,qualified,,0.016667852997973152,0.028662333606594374,"trend = (close - close.shift(10)) / rolling_std(close, 20); output = trend * (1.0 if resvol_high else 0.5)","trend = (close - close.delay(10)) / ts_std(20, close); output = trend * (1.0 if resvol_high else 0.5)","trend = (close - close.ts_delay(10)) / ts_std(20, close); output = trend * (1.0 if resvol_high else 0.5)",,
factor_adx_trend_vol_ema,original,qualified,,0.015180880286631901,0.032044433562006515,"ADX(14) * sign(close_10d_chg) * clip(vol_ratio_EMA(20), 0.5, 2.0)","ts_adx(14) * sign(close_10d_chg) * clip(vol_ratio_EMA(20), 0.5, 2.0)","ADX(14) * sign(close_10d_chg) * clip(vol_ratio_EMA(20), 0.5, 2.0)",Unconverted: ['vol_ratio_EMA'],Unconverted: ['vol_ratio_EMA']
factor_directional_efficiency,original,qualified,,0.013718800151174663,0.017828005606973948,median over 10 days( |close_t/close_{t-1} - 1| / (high_t - low_t) ),median over 10 days( |close_t/close_{t-1} - 1| / (high_t - low_t) ),median over 10 days( |close_t/close_{t-1} - 1| / (high_t - low_t) ),Unconverted: ['days'],Unconverted: ['days']
factor_vwap_adjusted_range_tanh_mutated_v2,original,qualified,,0.01916455347188627,0.05959183464527854,"tanh( (ATR(14) / VWAP(14)) * (volume / EMA(volume, 30)) )","tanh( (ts_atr(14) / VWAP(14)) * (volume / ema(30, volume)) )","tanh( (ATR(14) / VWAP(14)) * (volume / ema(30, volume)) )",Unconverted: ['VWAP'],Unconverted: ['VWAP']
factor_volume_adjusted_lag_consensus_v2,original,qualified,,0.014924261068233271,0.03651822165820741,EMA_8( lag_ret * log(V / SMA_10(V)) * consensus(10) ),"ema(8, lag_ret * log(V / SMA_10(V)) * consensus(10))","ema(8, lag_ret * log(V / SMA_10(V)) * consensus(10))","Unconverted: ['SMA_10', 'consensus']","Unconverted: ['SMA_10', 'consensus']"
factor_drawdown_stress_longer_window,original,qualified,,0.010406064301408266,0.031072040348602337,"sum(drawdown(40)/ATR(40), 5)","ts_sum(5, drawdown(40)/ATR(40)) 5)","ts_sum(5, drawdown(40)/ATR(40))",Unconverted: ['drawdown'],Unconverted: ['drawdown']
factor_volatility_blended_momentum,original,qualified,,0.0218603825992,0.03557764869235682,"weight_long * roc40 + (1 - weight_long) * roc10, where weight_long = clip(vol/vol_ema, 0, 1), vol = rolling_std(returns, 20)","weight_long * roc40 + (1 - weight_long) * roc10, where weight_long = clip(vol/vol_ema, 0, 1), vol = ts_std(20, returns)","weight_long * roc40 + (1 - weight_long) * roc10, where weight_long = clip(vol/vol_ema, 0, 1), vol = ts_std(20, returns)",,
factor_drawdown_duration_simple,original,qualified,,0.014062701079396906,0.03571143093683631,"EMA(drawdown_indicator, span=10 if resvol_low else 40)","ema(span=10 if resvol_low else 40, drawdown_indicator)","ema(span=10 if resvol_low else 40, drawdown_indicator)",,
factor_smoothed_atr_ratio_gated,original,qualified,,0.014739477698770449,0.03905903316938864,if style_gate_resvol_high then EMA5(ATR20/ATR60) else 0,"if style_gate_resvol_high then ema(5, ATR20/ATR60) else 0","if style_gate_resvol_high then ema(5, ATR20/ATR60) else 0",,
factor_asymmetry_positive,original,qualified,,0.015343993220127921,0.038745957629118144,"upside_vol = rolling_std(pos_returns, 20); downside_vol = rolling_std(neg_returns, 20); factor = upside_vol - downside_vol","upside_vol = ts_std(20, pos_returns); downside_vol = ts_std(20, neg_returns); factor = upside_vol - downside_vol","upside_vol = ts_std(20, pos_returns); downside_vol = ts_std(20, neg_returns); factor = upside_vol - downside_vol",,
factor_downside_volatility_ratio_long,original,qualified,,0.014436665454682487,0.03784039742373469,down_vol / total_vol (rolling 40-day),down_vol / total_vol (rolling 40-day),down_vol / total_vol (rolling 40-day),Unconverted: ['total_vol'],Unconverted: ['total_vol']
factor_volatility_regime_blend,original,qualified,,0.019870590421822595,0.030894454292646614,"weight = clip(vol / vol_median, 0, 1); factor = (1-weight)*(-1d_ret) + weight*(20d_ret); smoothed","weight = clip(vol / vol_median, 0, 1); factor = (1-weight)*(-1d_ret) + weight*(20d_ret); smoothed","weight = clip(vol / vol_median, 0, 1); factor = (1-weight)*(-1d_ret) + weight*(20d_ret); smoothed",,
factor_price_smoothness,original,qualified,,0.013354470912737585,0.017359733784743783,"-rolling_mean( (close/shift(close)-1)^2 / (high-low)^2 , 20)","-ts_mean(20, (close/shift(close)-1)^2 / (high-low)^2)","-ts_mean(20, (close/shift(close)-1)^2 / (high-low)^2)20)",,
factor_downside_vol_persistence_momentum_gated_longer,original,qualified,,0.016749673302562943,0.040420015352953025,"downside_vol = rolling_std(neg_returns, 40); upside_vol = rolling_std(pos_returns, 40); raw = downside_vol - upside_vol; if high_momentum then raw * 0.8 else raw","downside_vol = ts_std(40, neg_returns); upside_vol = ts_std(40, pos_returns); raw = downside_vol - upside_vol; if high_momentum then raw * 0.8 else raw","downside_vol = ts_std(40, neg_returns); upside_vol = ts_std(40, pos_returns); raw = downside_vol - upside_vol; if high_momentum then raw * 0.8 else raw",,
factor_price_smoothness_ema,original,qualified,,0.01314615070488543,0.016940434753691513,"-ewm_mean( (close/shift(close)-1)^2 / (high-low)^2 , span=20)","-ewm_mean( (close/delay(close)-1)^2 / (high-low)^2 , span=20)","-ewm_mean( (close/ts_delay(close)-1)^2 / (high-low)^2 , span=20)",Unconverted: ['ewm_mean'],Unconverted: ['ewm_mean']
factor_volume_abnormality_liquidity_gated,original,qualified,,0.011283818114848463,0.037338591290124415,"vol_ratio = volume / rolling_median(volume, 20); raw = rolling_std(vol_ratio, 15); factor = if liquidity_high then raw else 0.7*raw","vol_ratio = volume / ts_median(20, volume); raw = ts_std(15, vol_ratio); factor = if liquidity_high then raw else 0.7*raw","vol_ratio = volume / ts_median(20, volume); raw = ts_std(15, vol_ratio); factor = if liquidity_high then raw else 0.7*raw",,
factor_price_smoothness_sma,original,qualified,,0.012930659542393117,0.017048527655793254,"-rolling_mean((close/shift(close)-1)^2 / (high-low)^2, 15)","-ts_mean(15, (close/shift(close)-1)^2 / (high-low)^2)","-ts_mean(15, (close/shift(close)-1)^2 / (high-low)^2)15)",,
factor_asym_intraday_sma,original,qualified,,0.013350078676156564,0.04232587432326435,"sma_down = SMA(open - low, 40); sma_up = SMA(high - open, 40); ratio = sma_down / sma_up","sma_down = ts_mean(40, open - low); sma_up = ts_mean(40, high - open); ratio = sma_down / sma_up","sma_down = ts_mean(40, open - low); sma_up = ts_mean(40, high - open); ratio = sma_down / sma_up",,
factor_drawdown_depth_normalized,original,qualified,,0.013502184680078492,0.03710136416301644,-drawdown / volatility,-drawdown / volatility,-drawdown / volatility,,
factor_drawdown_vol_adj_stress_short,original,qualified,,0.009440734474612134,0.02671651160060807,"sum( (close / rolling_max(close,10) - 1) / ATR(10) , 5)","ts_sum(5, (close / rolling_max(close,10) - 1) / ATR(10))","ts_sum(5, (close / rolling_max(close,10) - 1) / ATR(10))",,
factor_corr_volume_regime,original,qualified,,0.011119554983971776,0.04006457410005497,"rolling_20_corr(pct_change(close), pct_change(volume)) * alpha_tools.classify_volume_regime(volume, 20).vol_ratio","rolling_20_corr(ts_pct(close), ts_pct(volume)) * alpha_tools.classify_volume_regime(volume, 20).vol_ratio","rolling_20_corr(ts_pct(close), ts_pct(volume)) * alpha_tools.classify_volume_regime(volume, 20).vol_ratio",Unconverted: ['rolling_20_corr'],Unconverted: ['rolling_20_corr']
factor_volume_trend_consistency,original,qualified,,0.013227358525012493,0.03460752189603224,"factor = EMA(volume, 10) / EMA(volume, 30)","factor = ema(10, volume) / ema(30, volume)","factor = ema(10, volume) / ema(30, volume)",,
factor_trend_cycle_vol_softened,original,qualified,,0.01716837902213835,0.03140143820338619,"(close / SMA(close,200) - 1) * (1 / (1 + (vol(close,20) / median_vol(close,60))^2))","(close / ts_mean(200, close) - 1) * (1 / (1 + (vol(close,20) / median_vol(close,60))^2))","(close / ts_mean(200, close) - 1) * (1 / (1 + (vol(close,20) / median_vol(close,60))^2))","Unconverted: ['median_vol', 'vol']","Unconverted: ['median_vol', 'vol']"
factor_drawdown_vol_adj_stress,original,qualified,,0.009097097721066285,0.028273021107552927,"sum( (close / rolling_max(close,20) - 1) / ATR(20) , 5)","ts_sum(5, (close / rolling_max(close,20) - 1) / ATR(20))","ts_sum(5, (close / rolling_max(close,20) - 1) / ATR(20))",,
factor_drawdown_stress_simple,original,qualified,,0.009097097721066285,0.028273021107552927,"sum(drawdown/ATR(20), 5)","ts_sum(5, drawdown/ATR(20)) 5)","ts_sum(5, drawdown/ATR(20))",,
factor_drawdown_skew_adjusted_stress,original,qualified,,0.009256914083587907,0.02934427087662382,"stress = sum((close/rolling_max(close,20)-1)/ATR(20),5); weight = 1 - 0.2*tanh(skew(returns,126)); factor = stress * weight","stress = ts_sum(5, (close/rolling_max(close,20)-1)/ATR(20)) weight = 1 - 0.2*tanh(skew(returns,126)); factor = stress * weight","stress = ts_sum(5, (close/rolling_max(close,20)-1)/ATR(20))ight = 1 - 0.2*tanh(skew(returns,126)); factor = stress * weight",Unconverted: ['skew'],Unconverted: ['skew']
factor_downside_upside_vol_ratio_long,original,qualified,,0.012907833832375318,0.033253954187781314,ratio = σ(negative_returns) / σ(positive_returns) over 60 days,ratio = σ(negative_returns) / σ(positive_returns) over 60 days,ratio = σ(negative_returns) / σ(positive_returns) over 60 days,,
factor_downside_upside_vol_ratio_adj,original,qualified,,0.012907833832375318,0.033253954187781314,adjusted_ratio = - (σ(negative_returns) / σ(positive_returns)) over 60 days,adjusted_ratio = - (σ(negative_returns) / σ(positive_returns)) over 60 days,adjusted_ratio = - (σ(negative_returns) / σ(positive_returns)) over 60 days,,
factor_downside_upside_vol_ratio_60,original,qualified,,0.012907833832375318,0.033253954187781314,downside_vol(60) / upside_vol(60),downside_vol(60) / upside_vol(60),downside_vol(60) / upside_vol(60),"Unconverted: ['downside_vol', 'upside_vol']","Unconverted: ['downside_vol', 'upside_vol']"
factor_vol_price_coherence_v2,original,qualified,,0.010676806502881808,0.03905839305993744,"corr(pct_return, pct_vol_change, 20) * vol_ratio_20","ts_corr(pct_vol_change, pct_return, 20) * vol_ratio_20","ts_corr(pct_vol_change, pct_return, 20) * vol_ratio_20",,
factor_vol_asymmetry_ewm,original,qualified,,0.01215680914867173,0.03777071693048536,"ratio = ewm_std(neg_ret, span=20) / ewm_std(pos_ret, span=20), smoothed with ewm_mean(span=5)","ratio = ewm_std(neg_ret, span=20) / ewm_std(pos_ret, span=20), smoothed with ewm_mean(span=5)","ratio = ewm_std(neg_ret, span=20) / ewm_std(pos_ret, span=20), smoothed with ewm_mean(span=5)","Unconverted: ['ewm_mean', 'ewm_std']","Unconverted: ['ewm_mean', 'ewm_std']"
factor_trend_cycle_position,original,qualified,,0.0158042831899052,0.03218776361275435,"(close - SMA(close,200)) / ATR(20)","(close - ts_mean(200, close)) / ts_atr(20)","(close - ts_mean(200, close)) / ATR(20)",,
factor_downside_volatility_asymmetry_smoothed,original,qualified,,0.01186869146735317,0.032255982047793404,neg_std(20) / pos_std(20) smoothed with EMA(10),neg_std(20) / pos_std(20) smoothed with ema(10),neg_std(20) / pos_std(20) smoothed with ema(10),"Unconverted: ['neg_std', 'pos_std']","Unconverted: ['neg_std', 'pos_std']"
factor_drawdown_depth_duration_range_vol,original,qualified,,0.013232173775409643,0.0354145403092245,"(1 - depth_20) * (1 - duration_20) * (SMA(range,5)/SMA(range,30)) * (volume/SMA(volume,20))","(1 - depth_20) * (1 - duration_20) * (ts_mean(5, range)/ts_mean(30, range)) * (volume/ts_mean(20, volume))","(1 - depth_20) * (1 - duration_20) * (ts_mean(5, range)/ts_mean(30, range)) * (volume/ts_mean(20, volume))",,
factor_downside_vol_asymmetry_smoothed,original,qualified,,0.013215181352434218,0.03289731117322232,log( SMA_5( sqrt(mean_{20}(neg_ret^2)) / sqrt(mean_{20}(pos_ret^2)) ) ),log( SMA_5( sqrt(mean_{20}(neg_ret^2)) / sqrt(mean_{20}(pos_ret^2)) ) ),log( SMA_5( sqrt(mean_{20}(neg_ret^2)) / sqrt(mean_{20}(pos_ret^2)) ) ),Unconverted: ['SMA_5'],Unconverted: ['SMA_5']
factor_trend_cycle_skew_adj,original,qualified,,0.015400767725177265,0.03162639760170272,"(close - SMA(close,200)) / ATR(20) * (1 - 0.2 * (skewness(log_return,20) < 0))","(close - ts_mean(200, close)) / ts_atr(20) * (1 - 0.2 * (ts_skew(20, log_return) < 0))","(close - ts_mean(200, close)) / ATR(20) * (1 - 0.2 * (ts_skew(20, log_return) < 0))",,
factor_drawdown_recovery,original,qualified,,0.013420500899447086,0.03733210454777796,"drawdown = close / rolling_max(close,60) - 1; normalized_drawdown = drawdown / rolling_std(returns,20); factor = normalized_drawdown","drawdown = close / ts_max(60, close) - 1; normalized_drawdown = drawdown / ts_std(20, returns); factor = normalized_drawdown","drawdown = close / ts_max(60, close) - 1; normalized_drawdown = drawdown / ts_std(20, returns); factor = normalized_drawdown",,
factor_drawdown_normalized,original,qualified,,0.013420500899447086,0.03733210454777796,"factor = drawdown / vol, where drawdown = close/rolling_max(60)-1, vol = rolling_std(returns,20)","factor = drawdown / vol, where drawdown = close/ts_max(60)-1, vol = ts_std(20, returns)","factor = drawdown / vol, where drawdown = close/ts_max(60)-1, vol = ts_std(20, returns)",,
factor_ema_trend_simple,original,qualified,,0.018402730548583775,0.030864566505140325,(EMA(20) - EMA(40)) / EMA(40),(ema(20) - ema(40)) / ema(40),(ema(20) - ema(40)) / ema(40),,
factor_volume_ratio_persistence_median,original,qualified,,0.010390734791605842,0.018544685368532213,rolling median of vol_ratio (volume/EMA) over 60 days,rolling median of <vol_ratio>(volume/EMA) over 60 days,rolling median of <vol_ratio>(volume/EMA) over 60 days,,
factor_ewma_smoothness_volume,original,qualified,,0.014969297414246192,0.05698273275720451,"-ewm(|ret(t)-ret(t-1)|, span=10) * clip(vol_ratio, 0.5, 1.5)","-ema(span=10, |ret(t)-ret(t-1)|) * clip(vol_ratio, 0.5, 1.5)","-ema(span=10, |ret(t)-ret(t-1)|) * clip(vol_ratio, 0.5, 1.5)",,
factor_price_impact_vol_adjusted_with_asymmetry,original,qualified,,0.012092430287083022,0.0245458072414394,rolling_mean(|ret|/vol) / rolling_std(ret) * (1 + volume_tail_asymmetry),ts_mean(|ret|/vol) / ts_std(ret) * (1 + volume_tail_asymmetry),ts_mean(|ret|/vol) / ts_std(ret) * (1 + volume_tail_asymmetry),,
factor_overnight_intraday_downside_smoothing,original,qualified,,0.00906307900300974,0.016444408924923527,"log(1 + (mean(-min(overnight_ret,0)) + 0.5*mean(abs(close_ret))) / (mean(max(intraday_ret,0)) + mean(high-low)))","log(1 + (ts_mean(-min(overnight_ret,0)) + 0.5*ts_mean(abs(close_ret))) / (ts_mean(max(intraday_ret,0)) + ts_mean(high-low)))","log(1 + (ts_mean(-min(overnight_ret,0))t, 0)) + 0.5*ts_mean(abs(close_ret))) / (ts_mean(max(intraday_ret,0))t, 0)) + ts_mean(high-low)))",,
factor_volume_ratio_ewma_20,original,qualified,,0.01257697877895973,0.03333168610999858,EWMA of vol_ratio (volume/EMA) over span 20,EWMA of <vol_ratio>(volume/EMA) over span 20,EWMA of <vol_ratio>(volume/EMA) over span 20,,
factor_price_impact_downside_vol_adjusted,original,qualified,,0.012167208326516793,0.024830718915128013,"factor = EWM(|ret|/vol, 20) / EWM_std(ret, 20) * ( -rolling_sum(neg_ret,20) / rolling_sum(pos_ret,20) )","factor = ema(20, |ret|/vol) / EWM_std(ret, 20) * ( -ts_sum(20, neg_ret) / ts_sum(20, pos_ret) )","factor = ema(20, |ret|/vol) / EWM_std(ret, 20) * ( -ts_sum(20, neg_ret) / ts_sum(20, pos_ret) )",Unconverted: ['EWM_std'],Unconverted: ['EWM_std']
factor_trend_cycle_pct,original,qualified,,0.017208934956851173,0.03263512591559122,"(close / SMA(close,200)) - 1","(close / ts_mean(200, close)) - 1","(close / ts_mean(200, close)) - 1",,
factor_drawdown_stress_atr,original,qualified,,0.013457356191300085,0.03440204469958256,"(rolling_max(close,60) - close) / rolling_max(close,60) / (ATR(high,low,close,20) / close)","(ts_max(60, close) - close) / ts_max(60, close) / (ts_atr(high, low, close, 20) / close)","(ts_max(60, close) - close) / ts_max(60, close) / (ATR(high,low,close,20) / close)",,
factor_drawdown_vol_persistence,original,qualified,,0.012225095202936409,0.03876451028383359,"drawdown = close/rolling_max(close,60)-1; vol = rolling_std(returns,20); normalized_drawdown = drawdown/vol; persistence = ATR(40)/ATR(10); factor = normalized_drawdown * clip(persistence,0.5,2.0)","drawdown = close/ts_max(60, close)-1; vol = ts_std(20, returns); normalized_drawdown = drawdown/vol; persistence = ts_atr(40)/ts_atr(10); factor = normalized_drawdown * clip(persistence,0.5,2.0)","drawdown = close/ts_max(60, close)-1; vol = ts_std(20, returns); normalized_drawdown = drawdown/vol; persistence = ATR(40)/ATR(10); factor = normalized_drawdown * clip(persistence,0.5,2.0)",,
factor_trend_volume_switch,original,qualified,,0.01626623266009027,0.03186104590087954,if high_volume then short_trend else long_trend,if high_volume then short_trend else long_trend,if high_volume then short_trend else long_trend,,
factor_drawdown_depth_rstd,original,qualified,,0.013120579426645726,0.0363402552985693,"depth = (close / rolling_max(close, 42) - 1) * -1; normalized = depth / rolling_std(pct_change(close), 21)","depth = (close / ts_max(42, close) - 1) * -1; normalized = depth / ts_std(21, pct_change(close))","depth = (close / ts_max(42, close) - 1) * -1; normalized = depth / ts_std(21, pct_change(close))",,
factor_cycle_zscore_adaptive_vol,original,qualified,,0.013577695060922016,0.02988149264387709,"z = (close - SMA(close,200)) / std(close,20)","z = (close - ts_mean(200, close)) / ts_std(20, close)","z = (close - ts_mean(200, close)) / ts_std(20, close)",,
factor_tail_fragility_centered_asymmetry,original,qualified,,0.01040567486596506,0.038693696822182246,-[(EWMA_30(downside prior-close-to-low excursion squared) - EWMA_30(upside prior-close-to-high excursion squared)) / (EWMA_30(downside excursion squared) + EWMA_30(upside excursion squared))] × 60-day close drawdown,"-[(ema(30, downside prior-close-to-low excursion squared) - ema(30, upside prior-close-to-high excursion squared)) / (ema(30, downside excursion squared) + ema(30, upside excursion squared))] × 60-day close drawdown","-[(ema(30, downside prior-close-to-low excursion squared) - ema(30, upside prior-close-to-high excursion squared)) / (ema(30, downside excursion squared) + ema(30, upside excursion squared))] × 60-day close drawdown",,
factor_price_impact_vol_adjusted_smoothed,original,qualified,,0.011486877211893516,0.02008112548986353,"rolling_mean(|ret|/vol, 40) / rolling_std(ret, 40) * (1 + (down_vol_sum_40 - up_vol_sum_40)/(down_vol_sum_40 + up_vol_sum_40))","ts_mean(40, |ret|/vol) / ts_std(40, ret) * (1 + (down_vol_sum_40 - up_vol_sum_40)/(down_vol_sum_40 + up_vol_sum_40))","ts_mean(40, |ret|/vol) / ts_std(40, ret) * (1 + (down_vol_sum_40 - up_vol_sum_40)/(down_vol_sum_40 + up_vol_sum_40))",,
factor_volume_trend_stress_volscaled_v2,original,qualified,,0.010309257289738086,0.028127549043851424,sum_{i=0}^{19} (|r_{t-i}| * (V_{t-i}/EMA_{20}(V_{t-i}) - 1)) / std_{60}(r_t),sum_{i=0}^{19} (|r_{t-i}| * (V_{t-i}/EMA_{20}(V_{t-i}) - 1)) / std_{60}(r_t),sum_{i=0}^{19} (|r_{t-i}| * (V_{t-i}/EMA_{20}(V_{t-i}) - 1)) / std_{60}(r_t),,
